Hugo_Symbol,3'Flank,3'UTR,5'Flank,5'UTR,Frame_Shift_Del,Frame_Shift_Ins,In_Frame_Del,In_Frame_Ins,Intron,Missense_Mutation,Nonsense_Mutation,Nonstop_Mutation,RNA,Silent,Splice_Site,Translation_Start_Site,DEL,INS,ONP,SNP,TNP,pnum,exp_mean,exp_var,exp_ccle,rep_time,all_mean,all_var,up_mean,up_var,down_mean,down_var,dnam_mean,dnam_var,chr,start,end,expression_CCLE,replication_time,noncoding_mutation_rate,local_GC_content,HiC_compartment,local_gene_density,wgs_mean_depth,wgs_percent_20x,capture_on_target_rate,capture_mean_depth,capture_pct200,capture_mean_percentGC,gene_betweeness,gene_degree,nonsilent_to_silent,label,class
ISY1-RAB43,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,7,6.681498285,2.688949838,18.70293689,8.594903589,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,10.31835141,73868703.71,73933525.05,651465.5733,443.4357224,3.07E-06,0.447931196,0.020079966,15.39417944,47.73935778,89.37432302,0.877165431,118.014852,14.70247779,49.34638959,1.58E-06,19,7,0,0
IFNL2,0,2,0,2,1,0,0,0,0,45,2,1,0,18,1,0,1,0,0,71,0,69,6.681498285,2.688949838,20.81040767,8.164906927,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,19,39759157,39760732,1838894,286,2.54E-06,0.52418,0.02940816,33,53.35135,87.43243,0.9437223,65.03279,1.265574,62.53188,0.000152065,24.91374182,2.526315789,0,0
CDKN1A,0,25,0,0,20,20,0,0,4,50,12,0,0,9,1,4,22,21,0,102,0,123,6.681498285,2.688949838,19.78702605,7.839203788,0.018781308,0.025967745,0.064196505,0.020236423,-0.0758246,0.0246627,0.190390197,0.002368531,6,36646459,36655108,904665.2,228,2.03E-06,0.47135,0.03706989,18,46.97297,89.56757,0.8663402,106.0689,14.16393,59.42091,0.002383785,260,8.3,0,1
AL133373.1,0,2,0,11,0,0,0,0,0,7,0,0,0,4,0,0,1,0,0,23,0,20,6.681498285,2.688949838,18.70293689,8.594903589,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,10.31835141,73868703.71,73933525.05,651465.5733,443.4357224,3.07E-06,0.447931196,0.020079966,15.39417944,47.73935778,89.37432302,0.877165431,118.014852,14.70247779,49.34638959,0.000152065,24.91374182,1.4,0,0
HS6ST1,0,13,0,0,3,1,0,0,0,45,4,1,0,23,0,0,5,1,0,84,0,83,6.681498285,2.688949838,18.63190743,9.312882955,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,2,129023055,129076171,406220.6,635,2.65E-06,0.4925,0.023724,13,42.81081,71.54054,0.8358382,67.28525,2.481967,64.10186,6.11E-07,4,2.083333333,0,0
CCDC117,0,41,0,2,2,0,1,0,0,34,4,0,0,5,0,0,5,0,0,84,0,74,9.495930604,0.607537945,19.12412889,7.781359714,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,22,29168662,29185282,571394,219,2.41E-06,0.43935,-0.01009976,6,46.7027,81.91892,0.9030142,83.46557,6.357377,38.31758,4.35E-06,9,6.333333333,0,0
GIT2,0,21,0,0,3,1,3,0,7,101,7,0,0,43,0,0,9,1,0,176,0,158,6.681498285,2.688949838,19.84109792,7.994353437,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.073538341,0.000292282,12,110367607,110434194,939215.3,254,2.08E-06,0.474865,0.04569715,17,54.18919,97.62162,0.8639663,149.141,23.05246,45.30402,0.000173155,49,2.477272727,0,0
CLDN7,0,14,1,0,0,0,0,0,0,17,1,0,0,13,0,0,5,0,0,41,0,45,6.681498285,2.688949838,20.7658421,8.30833903,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.06735838,0.008155633,17,7163223,7166512,1782958,316,2.27E-06,0.52047,0.02089463,30,39.13514,79.67568,0.9494051,78.42295,4.468852,57.57964,6.13E-06,5,1.285714286,0,0
PLEKHS1,23,1,0,16,0,1,0,0,9,94,9,0,0,26,6,0,1,1,0,183,0,154,6.681498285,2.688949838,17.99788403,9.092757141,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,10,115511213,115542191,261758.8,545,1.89E-06,0.42579,-0.004180814,6,50.37838,98.13514,0.8556447,100.9377,7.537705,41.73812,0.000152065,24.91374182,4.074074074,0,0
TFB1M,0,8,0,5,2,1,0,0,0,56,8,0,0,21,1,1,2,1,0,100,0,98,6.681498285,2.688949838,16.83167465,8.744833837,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.878073771,0.009254722,6,155578791,155635626,116636.7,428,3.01E-06,0.42032,0.02647654,5,53.37838,97.10811,0.9237071,114.318,11.81967,44.20884,2.56E-07,4,3,0,0
GIMAP1,0,10,0,1,1,1,0,0,1,118,6,0,0,82,0,1,1,1,0,219,0,178,6.681498285,2.688949838,19.48731033,9.430452552,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.317446846,0.055136817,7,150413698,150418251,734961.1,689,3.46E-06,0.41591,0.01364298,19,47.05405,83.10811,0.9279089,119.8656,15.79016,54.5399,0,1,1.506024096,0,0
TSHB,0,10,0,4,0,0,0,0,1,42,3,0,0,17,1,0,0,0,0,78,0,69,6.681498285,2.688949838,19.20857469,9.233619677,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.822952864,0.025008093,1,115572415,115576941,605837.9,601,2.60E-06,0.35292,0.00147688,11,49.86486,98.08108,0.9426825,206.0721,44.37705,38.87271,0.000152065,24.91374182,2.555555556,0,0
KRTAP22-1,0,3,0,1,0,0,1,0,0,14,3,0,0,7,0,0,1,0,0,28,0,28,6.681498285,2.688949838,14.48412554,10.03479896,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,21,31973440,31973585,22915.92,1048,4.68E-06,0.35357,-0.07863002,26,47.16216,98.7027,1,230.7574,58.79672,45.96494,0.000152065,24.91374182,2.125,0,0
TRAV8-6,0,0,0,10,1,0,0,0,0,35,4,0,0,13,0,2,2,0,0,63,0,57,6.681498285,2.688949838,18.70293689,8.594903589,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,10.31835141,73868703.71,73933525.05,651465.5733,443.4357224,3.07E-06,0.447931196,0.020079966,15.39417944,47.73935778,89.37432302,0.877165431,118.014852,14.70247779,49.34638959,0.000152065,24.91374182,2.785714286,0,0
GHRHR,0,9,0,1,2,1,0,0,10,53,4,0,0,48,5,0,4,1,0,128,0,112,6.681498285,2.688949838,18.57349372,9.303780748,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,7,31003636,31019146,390101.5,631,3.59E-06,0.48942,0.00392791,12,51.21622,94.10811,0.841054,95.41311,9.213115,56.87552,0,1,1.285714286,0,0
RP11-1212A22.1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,6.681498285,2.688949838,18.70293689,8.594903589,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,10.31835141,73868703.71,73933525.05,651465.5733,443.4357224,3.07E-06,0.447931196,0.020079966,15.39417944,47.73935778,89.37432302,0.877165431,118.014852,14.70247779,49.34638959,0.000152065,24.91374182,0,0,0
DNAJC22,0,9,0,12,4,1,0,0,0,51,1,0,0,23,0,0,4,1,0,96,0,95,6.681498285,2.688949838,21.0278095,7.459431619,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,12,49741041,49745683,2137968,175,2.26E-06,0.50204,0.03708698,29,51.64865,98.32432,0.9751929,190.6656,33.37049,54.0414,0.000152065,24.91374182,2.208333333,0,0
PDCD1,0,17,0,3,3,4,0,0,0,67,3,0,0,26,1,0,3,5,0,116,0,107,6.681498285,2.688949838,19.09440557,8.930737338,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.334818996,0.02801394,2,242792034,242801058,559742.2,487,3.83E-06,0.556205,0.0293984,20,38.18919,67.67568,0.913356,43.92787,0.1508197,64.27368,0.000208452,4,2.777777778,0,0
ATP6V0A4,0,9,0,4,4,1,0,0,1,173,17,0,0,87,10,0,4,1,0,301,0,246,3.235919672,9.140844177,18.24564601,8.592457037,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,1.236506847,0.060631113,7,138391040,138482941,310803.1,385,3.09E-06,0.435425,0.00674671,7,53.02703,95.78378,0.8687013,150.4492,22.52459,46.55064,0,1,2.284090909,0,0
RNF157,0,4,0,0,1,2,0,0,12,94,4,0,0,29,3,0,1,3,0,145,0,122,6.681498285,2.688949838,20.72857407,7.707359132,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,17,74138535,74236390,1737490,208,2.17E-06,0.486065,0.02337917,34,52.91892,96.43243,0.7168515,128.2,16.99016,50.79122,0,1,3.433333333,0,0
TIFAB,0,34,0,1,2,0,0,0,0,41,4,0,0,17,0,0,2,0,0,97,0,82,6.681498285,2.688949838,19.25356822,8.994353437,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,5,134784560,134788089,625030,509,1.81E-06,0.46806,0.04737367,13,47.67568,91.91892,0.956718,151.223,19.78033,60.00027,0.000152065,24.91374182,2.5,0,0
WBP11P1,0,0,0,0,0,0,0,0,0,0,0,0,288,0,0,0,12,8,0,268,0,217,6.681498285,2.688949838,18.70293689,8.594903589,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,10.31835141,73868703.71,73933525.05,651465.5733,443.4357224,3.07E-06,0.447931196,0.020079966,15.39417944,47.73935778,89.37432302,0.877165431,118.014852,14.70247779,49.34638959,0.000152065,24.91374182,0,0,0
TEX19,0,27,0,13,0,1,0,0,0,30,5,0,0,9,0,0,1,1,0,83,0,76,6.681498285,2.688949838,18.70293689,8.594903589,0.026205638,0.027894642,0.07695077,0.023414169,-0.07165269,0.021995176,0.443918654,0.028839998,10.31835141,73868703.71,73933525.05,651465.5733,443.4357224,3.07E-06,0.447931196,0.020079966,15.39417944,47.73935778,89.37432302,0.877165431,118.014852,14.70247779,49.34638959,0.000152065,24.91374182,3.6,0,0
CNOT10,0,3,0,3,7,5,0,0,12,92,10,0,0,29,4,0,9,5,0,151,0,133,6.681498285,2.688949838,18.82377554,8.948367232,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.022737035,0.000244329,3,32726698,32815354,464002.3,493,2.03E-06,0.430535,0.02775771,8,43.10811,92.45946,0.7942705,149.5607,17.91148,40.36057,1.94E-05,20,3.7,0,0
NPY,5,16,0,0,0,0,0,0,0,38,2,0,0,15,1,0,0,0,0,77,0,67,6.681498285,2.688949838,17.1768218,8.903881846,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.795173827,0.111986984,7,24323807,24331484,148161.6,478,3.56E-06,0.40047,0.006193896,6,46.08108,91.05405,0.8354559,98.06885,5.885246,51.20943,0.000117133,7,2.5625,0,0
PAPD4,0,20,0,4,8,5,0,0,1,80,12,0,0,19,4,0,11,5,0,137,0,123,6.681498285,2.688949838,17.99191373,9.419960178,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.076572951,0.001368749,5,78908243,78982471,260677.8,684,2.22E-06,0.39318,0.02833749,8,39.35135,90.2973,0.8949032,113.7082,14.68852,35.02578,5.02E-06,5,5.05,0,0
STXBP3,0,15,0,2,3,3,2,0,0,76,5,1,0,30,11,0,6,3,0,139,0,122,6.681498285,2.688949838,19.55874207,7.584962501,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.067095113,0.001054494,1,109289285,109352139,772267,191,2.16E-06,0.401225,0.008707959,10,39.54054,87.40541,0.8486498,110.3049,13.83607,33.11434,1.50E-05,15,3.064516129,0,0
GAS2,0,22,0,0,3,0,0,0,14,83,5,0,0,31,2,0,3,0,0,157,0,138,6.681498285,2.688949838,15.66836288,9.939579214,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,1.196069331,0.089425007,11,22688160,22834546,52076.15,981,5.39E-06,0.3606533,0.001344083,4,50.75676,98.54054,0.8530342,106.9443,7.327869,40.71914,7.81E-07,2,2.8125,0,0
MYPOP,0,22,0,1,5,2,0,0,0,38,2,1,0,18,0,0,9,2,0,78,0,75,6.681498285,2.688949838,19.73890371,7.636624621,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,19,46393283,46405862,874987,198,2.19E-06,0.53388,0.04050186,40,28.56757,51.75676,0.8671086,23.55082,0.157377,64.46648,0.000152065,24.91374182,2.210526316,0,0
MAP3K12,12,6,0,0,20,5,9,0,3,139,13,0,0,42,6,0,32,5,0,218,0,209,6.681498285,2.688949838,20.70744761,7.584962501,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,12,53874280,53893271,1712232,191,2.48E-06,0.47539,0.05616089,36,54.51351,96.27027,0.9510679,150.0689,22.08525,54.82797,2.13E-05,12,3.790697674,0,0
LINC00856,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,6.681498285,2.688949838,18.70293689,8.594903589,-0.029031264,0.0363675,0.04487914,0.017959867,-0.13140535,0.043819916,0.443918654,0.028839998,10.31835141,73868703.71,73933525.05,651465.5733,443.4357224,3.07E-06,0.447931196,0.020079966,15.39417944,47.73935778,89.37432302,0.877165431,118.014852,14.70247779,49.34638959,0.000152065,24.91374182,0,0,0
MIR125B1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1,0,11,0,12,6.681498285,2.688949838,18.70293689,8.594903589,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,10.31835141,73868703.71,73933525.05,651465.5733,443.4357224,3.07E-06,0.447931196,0.020079966,15.39417944,47.73935778,89.37432302,0.877165431,118.014852,14.70247779,49.34638959,0.000152065,24.91374182,0,0,0
CENPW,0,5,1,2,0,0,0,0,0,13,1,0,0,5,2,1,0,0,0,30,0,28,6.681498285,2.688949838,17.12158916,9.461479447,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,6,126661253,126669753,142596.5,704,3.46E-06,0.36204,-0.00111283,5,43.40541,93.35135,0.877888,92.45246,3.472131,44.19766,0,2,2.666666667,0,0
EPS8L3,0,10,0,5,6,1,0,0,1,124,7,0,0,50,3,0,6,1,0,200,0,170,6.681498285,2.688949838,19.83153503,7.577428828,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,1.461138855,0.08129815,1,110292702,110306564,933010.3,190,1.68E-06,0.487625,0.02734447,29,45.67568,93.54054,0.9165922,121.9836,17.83934,57.83705,0.000104998,5,2.647058824,0,0
KIR2DS4,0,0,0,0,4,0,0,0,0,64,5,0,0,29,0,0,4,0,0,98,0,91,6.681498285,2.688949838,19.91346826,9.278449458,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,19,55344174,55360023,987531.2,620,4.73E-06,0.46861,-0.02332804,42,37.64865,75.75676,0.8084424,235.0295,48.49836,51.77471,0.000152065,24.91374182,2.3,0,0
MUC15,0,36,0,0,4,0,0,0,0,116,10,0,0,46,4,0,6,0,0,210,0,176,6.681498285,2.688949838,14.39111938,9.894817763,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,1.391888928,0.121943464,11,26580580,26593815,21485.15,951,4.44E-06,0.36568,-0.01754527,2,44.94595,93.21622,0.913584,142.3082,16.82295,37.46594,1.71E-06,2,2.765957447,0,0
DEFB104A,0,4,0,0,0,0,0,0,0,18,0,0,0,7,0,0,0,0,0,29,0,27,6.681498285,2.688949838,18.70293689,8.594903589,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,10.31835141,73868703.71,73933525.05,651465.5733,443.4357224,3.07E-06,0.447931196,0.020079966,15.39417944,47.73935778,89.37432302,0.877165431,118.014852,14.70247779,49.34638959,0.000152065,24.91374182,2.25,0,0
ZNF77,0,14,2,1,2,0,2,0,0,97,8,0,0,40,1,0,4,1,0,162,0,135,6.681498285,2.688949838,20.09480192,7.62935662,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,19,2933217,2944969,1119793,197,2.74E-06,0.47086,0.03452921,31,56.24324,96.32432,0.9507233,125.1836,13.58689,46.95875,0,1,2.585365854,0,0
NOL11,0,12,0,1,3,1,0,0,4,87,9,0,0,32,3,2,4,1,0,149,0,128,6.681498285,2.688949838,19.40171035,7.62935662,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.09525802,0.000442531,17,65714061,65740266,692621.8,197,2.41E-06,0.42964,0.006606733,8,53.13514,96.18919,0.9084874,106.7049,8.760656,36.12299,1.99E-05,16,3.03030303,0,0
SRPK2,0,24,0,0,4,3,1,0,18,95,11,0,0,36,2,0,13,3,0,178,0,160,6.681498285,2.688949838,18.78843669,8.873444113,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.053909326,0.000451052,7,104756824,105029341,452774.6,468,2.56E-06,0.4034975,0.03390909,3,50.37838,91.86486,0.6688414,117.082,13.41967,43.78171,0.002185935,222,3,0,0
FKBP4,0,7,0,2,2,2,0,0,0,61,4,0,0,26,5,0,2,2,0,105,0,93,6.681498285,2.688949838,18.9186219,8.794415866,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.939155638,0.013833378,12,2904108,2914585,495532.1,443,3.22E-06,0.47971,0.0281198,7,56.72973,95.54054,0.906503,116.2459,13.38033,52.34738,0.000548216,66,2.666666667,0,0
KCNE3,0,5,0,4,1,0,1,0,0,31,1,0,0,9,0,2,2,0,0,52,0,48,6.681498285,2.688949838,19.273341,8.14974712,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.628038555,0.137114798,11,74165888,74178600,633655.3,283,2.13E-06,0.3822,0.02319189,14,50.91892,96.43243,0.8969016,98.10492,2.681967,54.17894,3.51E-06,10,3.2,0,0
PORCN,0,12,11,7,2,0,0,0,3,88,5,0,0,39,4,0,3,1,0,167,0,149,6.681498285,2.688949838,19.47118659,8.594903589,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.474710181,0.077886632,23,48367371,48379202,726792.8,443.4357224,2.88E-06,0.46673,0.002270861,21,30.59459,67.54054,0.8829486,69.92787,4.118033,56.36975,0.000152065,24.91374182,2.425,0,0
PGM3,9,3,0,0,0,0,0,0,4,86,4,0,0,21,5,0,3,0,0,129,0,105,6.681498285,2.688949838,17.21637927,9.52160044,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.05608878,0.001166022,6,83878630,83902935,152280.3,734,3.52E-06,0.372145,0.008206995,5,51.72973,97.32432,0.8870875,114.1869,8.498361,39.03587,3.33E-05,13,4.318181818,0,0
CRH,0,14,0,0,0,0,1,0,0,11,1,0,0,11,0,0,1,1,0,36,0,33,6.681498285,2.688949838,18.08180432,8.909893084,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.653874144,0.050344259,8,67088612,67090846,277436.7,480,3.50E-06,0.40394,0.02954193,6,41.27027,67.43243,0.9128078,32.67869,1.118033,54.8088,0.000388248,5,1,0,0
FAM9A,0,8,0,4,6,1,3,1,1,93,10,0,0,16,7,0,9,2,0,139,0,125,6.681498285,2.688949838,13.72394033,8.594903589,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.918149521,0.006972813,23,8758839,8769424,13529.62,443.4357224,2.55E-06,0.40783,-0.01857188,6,34.37838,79.43243,0.8745589,76.36393,6.967213,40.87593,3.30E-05,20,6.588235294,0,0
PNLDC1,0,9,0,18,7,0,0,0,1,127,12,0,0,64,6,0,7,0,0,237,0,188,6.681498285,2.688949838,19.31588323,8.826548487,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,1.767418961,0.028618658,6,160221301,160241735,652618.8,453,3.32E-06,0.43174,0.02630921,9,52.81081,96.64865,0.838291,148.7541,21.76721,46.56434,0.000152065,24.91374182,2.230769231,0,0
AMIGO3,0,4,0,11,3,2,2,0,1,86,2,0,0,59,0,1,7,2,0,162,0,138,6.799330095,0.890943535,18.70293689,8.594903589,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,10.31835141,73868703.71,73933525.05,651465.5733,443.4357224,3.07E-06,0.447931196,0.020079966,15.39417944,47.73935778,89.37432302,0.877165431,118.014852,14.70247779,49.34638959,2.49E-07,5,1.5,0,0
BCAR1,0,2,6,0,8,2,1,0,10,130,4,0,0,63,1,0,10,3,0,214,0,190,10.54078079,1.836802721,19.11597557,7.426264755,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.401214525,0.039704455,16,75262929,75301951,568173.9,171,2.61E-06,0.496195,0.01645985,13,43.45946,76.35135,0.9261403,65.13443,4.213115,63.92653,0.000165457,63,2.140625,0,0
DEFB131,0,0,0,0,1,0,0,0,0,16,1,0,0,7,1,0,1,0,0,25,0,24,6.681498285,2.688949838,17.42991095,9.791162889,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,4,9446260,9452239,176572.7,885,6.31E-06,0.40816,0.01225605,6,45.2973,96.16216,0.9415312,92.32787,8.239344,36.31224,0.000152065,24.91374182,2.25,0,0
MCL1,0,41,0,5,1,0,1,1,0,34,0,0,0,24,0,0,7,3,0,97,0,95,6.681498285,2.688949838,20.49291915,7.257387843,0.082143165,0.042781807,0.11606829,0.048043795,-0.035871465,0.006548344,0.072949698,0.000418973,1,150547037,150552136,1475649,152,2.75E-06,0.49927,0.03127347,32,46.45946,80.43243,0.9170194,159.4852,26.97377,48.65988,0.00029983,59,1.4,0,1
YWHAQ,0,16,0,4,0,2,0,0,0,37,4,0,0,14,4,0,0,2,0,79,0,75,6.681498285,2.688949838,19.41856667,7.276124405,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.16374559,0.00604245,2,9724107,9771106,700761.8,154,1.97E-06,0.41466,0.04021733,9,51.81081,91.64865,0.8757317,121.1869,9.508197,43.98917,0.005067079,403,3.133333333,0,0
MAPK8IP2,0,14,0,0,2,0,2,0,13,58,1,0,0,28,1,0,4,2,0,113,0,101,6.681498285,2.688949838,18.70293689,8.594903589,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.783905895,0.04698931,10.31835141,73868703.71,73933525.05,651465.5733,443.4357224,3.07E-06,0.447931196,0.020079966,15.39417944,47.73935778,89.37432302,0.877165431,118.014852,14.70247779,49.34638959,0.000217532,56,2.068965517,0,0
DNAH7,0,21,0,5,48,14,1,0,1,1129,124,1,0,378,28,0,57,17,0,1676,0,939,6.681498285,2.688949838,16.68494445,9.019590728,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,2,196602428,196933536,105357.3,518,3.07E-06,0.3713575,-0.00301747,2,45.78378,92.62162,0.904372,126.9443,14.64918,37.26577,1.71E-05,2,3.416886544,0,0
CLPX,0,18,0,6,2,1,1,0,0,80,8,0,0,25,1,0,5,4,0,133,0,121,6.681498285,2.688949838,19.37229162,7.569855608,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.095995714,0.000481133,15,65442785,65477563,678641.2,189,2.15E-06,0.47849,0.06098495,18,45.78378,90.51351,0.8967195,129.8098,16.92459,36.90572,0.000157869,27,3.461538462,0,0
FMN2,0,32,0,2,24,2,7,0,25,677,35,0,0,231,5,0,33,5,0,1002,0,726,6.681498285,2.688949838,15.75135288,9.73470962,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,1,240255185,240638483,55159.69,851,6.99E-06,0.395896,-0.02608024,2,39.86486,77.02703,0.6187703,85.59672,7.763934,44.73348,2.06E-06,6,3.099137931,0,0
HPSE,0,1,0,0,5,2,0,0,1,103,3,0,0,35,3,0,6,2,0,145,0,121,6.681498285,2.688949838,18.35551499,7.813781191,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.128861104,0.01170011,4,84216470,84256306,335397.1,224,2.39E-06,0.40933,0.02733595,11,46.18919,94.08108,0.8810578,115.2557,13.09508,39.87079,0,2,3.083333333,0,0
MIR496,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,19,0,17,6.681498285,2.688949838,18.70293689,8.594903589,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,10.31835141,73868703.71,73933525.05,651465.5733,443.4357224,3.07E-06,0.447931196,0.020079966,15.39417944,47.73935778,89.37432302,0.877165431,118.014852,14.70247779,49.34638959,0.000152065,24.91374182,0,0,0
TOR1AIP1,0,17,0,0,6,3,0,0,0,78,11,0,0,31,1,0,6,3,0,138,0,132,6.681498285,2.688949838,18.84518833,8.511752654,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.05117963,0.000215281,1,179851420,179889212,470940.5,364,3.10E-06,0.44688,0.005286848,10,45.64865,89.2973,0.9149803,117.6885,13.00328,40.86407,7.47E-05,26,2.90625,0,0
ZDHHC16,0,9,0,0,1,1,9,0,4,56,3,0,0,20,3,0,10,2,0,94,0,87,6.681498285,2.688949838,19.08559046,7.562242424,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,10,99205930,99217124,556332.5,188,1.92E-06,0.46912,0.04175097,14,48.24324,93.21622,0.8766227,140.1705,20.52131,51.04578,0,1,3,0,0
PTPRN2,0,10,0,0,3,2,0,0,44,302,17,0,0,184,13,0,3,2,0,570,0,417,6.681498285,2.688949838,17.92117847,9.631177056,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.514052747,0.059079593,7,157331751,158380482,248205,792,6.34E-06,0.5140327,-0.03295075,3,46.72973,89.21622,0.6834858,108.9279,13.26885,55.99385,5.45E-07,3,1.805405405,0,0
TMEM151B,0,4,0,0,1,0,0,0,0,24,2,0,0,15,0,0,2,0,0,44,0,36,6.681498285,2.688949838,18.70293689,8.594903589,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,10.31835141,73868703.71,73933525.05,651465.5733,443.4357224,3.07E-06,0.447931196,0.020079966,15.39417944,47.73935778,89.37432302,0.877165431,118.014852,14.70247779,49.34638959,0.000152065,24.91374182,1.625,0,0
SLC52A2,0,11,3,9,5,2,1,0,0,65,2,0,0,46,1,0,7,3,0,135,0,113,6.681498285,2.688949838,21.26828042,7.651051691,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,8,145582225,145584946,2525749,200,3.51E-06,0.58957,0.0275558,38,50.67568,84.83784,0.9783228,165.2295,23.88852,63.01176,2.63E-07,2,1.489361702,0,0
